ano,ndvi_i_invierno,ndvi_i_primavera,ndvi_i_verano,ndvi_i_otono,iv_malla_modi_id,nie_malla_modi_id,poblacion,grupo_poblacion
2009,3.06,3.41,3.66,2.73,225585,1767220,7,C
2010,3.14,3.90,3.66,2.74,225585,1767220,7,C
2011,2.86,3.30,3.35,2.59,225585,1767220,7,C
2012,3.24,3.60,3.65,3.02,225585,1767220,7,C
2000,2.86,3.31,2.48,2.39,225586,1767220,7,C
2001,3.08,3.61,2.74,1.63,225586,1767220,7,C
2002,1.91,3.32,3.21,2.54,225586,1767220,7,C
2003,3.08,3.32,3.39,2.67,225586,1767220,7,C
2004,2.71,3.09,2.90,2.53,225586,1767220,7,C
2005,2.63,3.54,3.00,2.51,225586,1767220,7,C
2006,2.97,2.73,3.37,2.65,225586,1767220,7,C
2007,2.98,3.29,3.32,2.54,225586,1767220,7,C
2008,2.76,3.31,2.82,2.61,225586,1767220,7,C
2009,2.97,3.14,3.56,2.58,225586,1767220,7,C
2010,2.88,3.54,3.44,2.61,225586,1767220,7,C
2011,2.81,3.13,3.26,2.49,225586,1767220,7,C
2012,3.07,3.44,3.45,2.85,225586,1767220,7,C
2000,3.06,3.31,2.42,2.49,225587,1767221,7,C
2001,3.14,3.57,2.51,1.73,225587,1767221,7,C
2002,2.03,3.31,3.09,2.51,225587,1767221,7,C
2003,3.17,3.49,3.11,2.69,225587,1767221,7,C
2004,2.79,3.07,2.84,2.57,225587,1767221,7,C
2005,2.82,3.36,2.90,2.49,225587,1767221,7,C
2006,3.05,2.79,2.97,2.58,225587,1767221,7,C
2007,3.04,3.37,3.14,2.56,225587,1767221,7,C
2008,2.93,3.13,2.57,2.57,225587,1767221,7,C
2009,2.96,3.09,3.30,2.49,225587,1767221,7,C
2010,2.96,3.41,3.17,2.59,225587,1767221,7,C
2011,2.74,3.02,3.07,2.44,225587,1767221,7,C
2012,3.13,3.34,3.37,2.69,225587,1767221,7,C
2000,3.49,3.59,2.47,2.55,225588,1767221,7,C
2001,3.57,4.04,2.47,1.79,225588,1767221,7,C
2002,2.18,3.66,3.02,2.59,225588,1767221,7,C
2003,3.48,3.71,3.21,2.99,225588,1767221,7,C
2004,2.93,3.19,2.76,2.55,225588,1767221,7,C
2005,3.28,3.61,2.83,2.57,225588,1767221,7,C
2006,3.44,3.01,2.91,2.76,225588,1767221,7,C
2007,3.41,3.60,3.02,2.74,225588,1767221,7,C
2008,3.13,3.31,2.44,2.85,225588,1767221,7,C
2009,2.99,3.44,3.23,2.47,225588,1767221,7,C
2010,3.32,3.75,3.06,2.69,225588,1767221,7,C
2011,3.03,3.21,2.90,2.51,225588,1767221,7,C
2012,3.45,3.74,3.11,2.85,225588,1767221,7,C
2000,3.57,3.73,2.44,2.58,225589,1767222,7,C
2001,3.91,4.09,2.41,1.98,225589,1767222,7,C
2002,2.24,3.92,3.01,2.59,225589,1767222,7,C
2003,3.68,3.93,3.14,3.00,225589,1767222,7,C
2004,2.92,3.23,2.79,2.50,225589,1767222,7,C
2005,3.07,3.81,2.91,2.49,225589,1767222,7,C
2006,3.49,2.97,2.87,2.86,225589,1767222,7,C
2007,3.57,3.79,2.95,2.80,225589,1767222,7,C
2008,3.17,3.50,2.47,3.01,225589,1767222,7,C
2009,3.20,3.53,3.31,2.51,225589,1767222,7,C
2010,3.55,3.86,3.10,2.81,225589,1767222,7,C
2011,3.02,3.28,2.82,2.53,225589,1767222,7,C
2012,3.72,4.05,3.07,3.03,225589,1767222,7,C
2000,4.18,4.27,3.40,3.43,224900,1764815,7,C
2001,4.56,4.29,3.42,2.30,224900,1764815,7,C
2002,2.85,4.43,4.23,3.53,224900,1764815,7,C
2003,4.50,4.44,4.40,3.49,224900,1764815,7,C
2004,4.11,4.07,3.93,3.33,224900,1764815,7,C
2005,4.04,4.40,3.98,3.48,224900,1764815,7,C
2006,4.16,3.44,3.96,3.46,224900,1764815,7,C
2007,4.19,4.26,3.93,3.54,224900,1764815,7,C
2008,4.17,4.17,3.34,3.58,224900,1764815,7,C
2009,4.06,4.32,4.37,3.48,224900,1764815,7,C
2010,4.51,4.49,4.41,3.78,224900,1764815,7,C
2011,4.27,4.16,3.83,3.57,224900,1764815,7,C
2012,4.31,4.36,4.28,3.58,224900,1764815,7,C
2000,3.93,4.14,3.06,3.24,224901,1764815,7,C
2001,4.28,4.29,3.20,2.15,224901,1764815,7,C
2002,2.63,4.24,3.88,3.20,224901,1764815,7,C
2003,4.27,4.42,4.06,3.38,224901,1764815,7,C
2004,3.63,3.86,3.72,3.06,224901,1764815,7,C
2005,3.76,4.26,3.79,3.24,224901,1764815,7,C
2006,3.86,3.46,3.64,3.21,224901,1764815,7,C
2007,3.96,4.08,3.75,3.41,224901,1764815,7,C
2008,4.07,4.02,3.15,3.20,224901,1764815,7,C
2009,3.64,4.14,4.04,3.12,224901,1764815,7,C
2010,4.08,4.35,4.09,3.40,224901,1764815,7,C
2011,3.82,3.83,3.53,3.27,224901,1764815,7,C
2012,4.07,4.34,3.99,3.32,224901,1764815,7,C
2000,3.35,3.91,2.69,2.71,224902,1764816,7,C
2001,3.76,3.95,2.80,2.01,224902,1764816,7,C
2002,2.27,3.99,3.60,2.71,224902,1764816,7,C
2003,3.69,4.01,3.50,3.10,224902,1764816,7,C
2004,3.33,3.41,3.20,2.77,224902,1764816,7,C
2005,3.44,3.85,3.29,2.88,224902,1764816,7,C
2006,3.60,3.27,3.24,2.89,224902,1764816,7,C
2007,3.48,3.85,3.28,2.99,224902,1764816,7,C
2008,3.41,3.60,2.80,2.90,224902,1764816,7,C
2009,3.40,3.96,3.74,2.87,224902,1764816,7,C
2010,3.66,4.07,3.64,3.13,224902,1764816,7,C
2011,3.40,3.45,3.20,2.82,224902,1764816,7,C
2012,3.99,3.92,3.55,3.03,224902,1764816,7,C
2000,3.24,3.68,2.66,2.64,224903,1764816,7,C
2001,3.47,3.83,2.80,1.78,224903,1764816,7,C
2002,2.11,3.71,3.46,2.73,224903,1764816,7,C
2003,3.47,3.86,3.59,2.98,224903,1764816,7,C
2004,2.98,3.30,3.40,2.81,224903,1764816,7,C
2005,2.98,3.84,3.32,2.76,224903,1764816,7,C
2006,3.35,3.05,3.50,2.78,224903,1764816,7,C
2007,3.33,3.58,3.57,2.88,224903,1764816,7,C
2008,3.16,3.56,3.00,2.87,224903,1764816,7,C
2009,3.53,3.57,3.86,3.02,224903,1764816,7,C
2010,3.23,3.90,3.71,2.91,224903,1764816,7,C
2011,3.14,3.45,3.41,2.93,224903,1764816,7,C
2012,3.44,3.85,3.72,3.09,224903,1764816,7,C
2000,3.17,3.64,2.92,2.79,224904,1764817,7,C
2001,3.37,3.74,3.09,1.83,224904,1764817,7,C
2002,2.10,3.79,3.85,2.77,224904,1764817,7,C
2003,3.37,3.82,3.85,3.04,224904,1764817,7,C
2004,3.00,3.44,3.46,2.96,224904,1764817,7,C
2005,2.79,3.66,3.53,2.82,224904,1764817,7,C
2006,3.24,3.12,3.82,2.81,224904,1764817,7,C
2007,3.35,3.68,3.83,2.95,224904,1764817,7,C
2008,2.65,3.50,3.17,2.96,224904,1764817,7,C
2009,3.52,3.51,3.95,3.08,224904,1764817,7,C
2010,3.23,3.78,3.87,3.13,224904,1764817,7,C
2011,3.09,3.39,3.58,2.91,224904,1764817,7,C
2012,3.35,3.65,3.96,3.04,224904,1764817,7,C
2000,3.03,3.54,2.98,2.76,224905,1764817,7,C
2001,3.24,3.72,3.13,1.82,224905,1764817,7,C
2002,2.06,3.70,3.85,2.72,224905,1764817,7,C
2003,3.20,3.63,3.84,3.01,224905,1764817,7,C
2004,2.87,3.34,3.46,2.96,224905,1764817,7,C
2005,2.55,3.53,3.61,2.80,224905,1764817,7,C
2006,3.05,3.04,3.88,2.86,224905,1764817,7,C
2007,3.09,3.64,3.95,2.95,224905,1764817,7,C
2008,2.94,3.43,3.26,3.00,224905,1764817,7,C
2009,3.19,3.52,4.10,3.05,224905,1764817,7,C
2010,3.03,3.74,3.87,3.11,224905,1764817,7,C
2011,2.98,3.51,3.76,2.89,224905,1764817,7,C
2012,3.14,3.59,4.05,3.12,224905,1764817,7,C
2000,2.87,3.24,2.80,2.67,224906,1764818,7,C
2001,3.06,3.44,2.93,1.62,224906,1764818,7,C
2002,1.93,3.52,3.62,2.69,224906,1764818,7,C
2003,3.05,3.47,3.68,2.80,224906,1764818,7,C
2004,2.75,3.24,3.42,2.79,224906,1764818,7,C
2005,2.47,3.50,3.42,2.53,224906,1764818,7,C
2006,2.98,2.88,3.69,2.60,224906,1764818,7,C
2007,2.93,3.50,3.93,2.74,224906,1764818,7,C
2008,2.69,3.35,3.13,2.79,224906,1764818,7,C
2009,3.22,3.30,3.86,2.92,224906,1764818,7,C
2010,2.77,3.62,3.87,2.95,224906,1764818,7,C
2011,2.75,3.32,3.67,2.77,224906,1764818,7,C
2012,2.98,3.45,3.96,3.05,224906,1764818,7,C
2000,2.72,3.13,2.72,2.36,224907,1764818,7,C
2001,2.80,3.46,2.86,1.58,224907,1764818,7,C
2002,1.79,3.21,3.37,2.42,224907,1764818,7,C
2003,2.81,3.18,3.44,2.64,224907,1764818,7,C
2004,2.53,2.99,3.02,2.41,224907,1764818,7,C
2005,2.49,3.23,3.06,2.45,224907,1764818,7,C
2006,2.87,2.73,3.46,2.44,224907,1764818,7,C
2007,2.70,3.21,3.43,2.49,224907,1764818,7,C
2008,2.43,3.16,2.88,2.50,224907,1764818,7,C
2009,2.89,3.11,3.83,2.66,224907,1764818,7,C
2010,2.73,3.34,3.51,2.70,224907,1764818,7,C
2011,2.70,3.10,3.39,2.46,224907,1764818,7,C
2012,2.90,3.20,3.54,2.80,224907,1764818,7,C
2000,2.86,3.08,2.40,2.49,224908,1764819,7,C
2001,3.00,3.56,2.46,1.56,224908,1764819,7,C
2002,1.84,3.21,3.07,2.48,224908,1764819,7,C
2003,2.92,3.23,3.09,2.50,224908,1764819,7,C
2004,2.64,3.02,2.79,2.40,224908,1764819,7,C
2005,2.81,3.26,2.93,2.38,224908,1764819,7,C
2006,3.00,2.72,2.93,2.43,224908,1764819,7,C
2007,3.01,3.37,3.19,2.47,224908,1764819,7,C
2008,2.59,3.10,2.57,2.46,224908,1764819,7,C
2009,2.89,3.05,3.21,2.47,224908,1764819,7,C
2010,2.95,3.29,3.17,2.51,224908,1764819,7,C
2011,2.82,3.05,3.01,2.48,224908,1764819,7,C
2012,3.20,3.33,3.22,2.59,224908,1764819,7,C
2000,3.36,3.56,2.48,2.54,224909,1764819,7,C
2001,3.66,3.97,2.46,1.80,224909,1764819,7,C
2002,2.19,3.60,3.03,2.63,224909,1764819,7,C
2003,3.51,3.79,3.17,2.93,224909,1764819,7,C
2004,2.88,3.17,2.80,2.61,224909,1764819,7,C
2005,3.41,3.67,2.81,2.55,224909,1764819,7,C
2006,3.39,3.00,2.86,2.73,224909,1764819,7,C
2007,3.34,3.63,3.03,2.67,224909,1764819,7,C
2008,3.03,3.24,2.45,2.86,224909,1764819,7,C
2009,3.20,3.47,3.21,2.50,224909,1764819,7,C
2010,3.41,3.76,3.16,2.76,224909,1764819,7,C
2011,3.06,3.27,2.86,2.61,224909,1764819,7,C
2012,3.44,3.79,3.13,2.88,224909,1764819,7,C
2000,3.49,3.73,2.49,2.62,224910,1764820,7,C
2001,3.98,4.19,2.52,1.96,224910,1764820,7,C
2002,2.22,3.98,3.14,2.70,224910,1764820,7,C
2003,3.73,3.99,3.20,3.04,224910,1764820,7,C
2004,3.01,3.22,2.84,2.61,224910,1764820,7,C
2005,3.22,3.81,2.86,2.66,224910,1764820,7,C
2006,3.53,3.12,2.93,2.84,224910,1764820,7,C
2007,3.55,3.94,3.03,2.88,224910,1764820,7,C
2008,3.14,3.59,2.46,2.96,224910,1764820,7,C
2009,3.36,3.68,3.30,2.61,224910,1764820,7,C
2010,3.59,4.00,3.12,2.90,224910,1764820,7,C
2011,3.10,3.32,2.86,2.58,224910,1764820,7,C
2012,3.77,4.05,3.14,3.03,224910,1764820,7,C
2000,3.56,3.87,2.51,2.64,224911,1764820,7,C
2001,3.98,4.27,2.53,2.09,224911,1764820,7,C
2002,2.26,4.09,3.17,2.69,224911,1764820,7,C
2003,3.70,4.05,3.25,3.06,224911,1764820,7,C
2004,3.06,3.39,2.86,2.65,224911,1764820,7,C
2005,3.30,4.01,2.85,2.75,224911,1764820,7,C
2006,3.57,3.16,2.93,2.93,224911,1764820,7,C
2007,3.65,4.03,3.11,3.03,224911,1764820,7,C
2008,3.38,3.57,2.53,3.09,224911,1764820,7,C
2009,3.44,3.69,3.46,2.62,224911,1764820,7,C
2010,3.77,4.05,3.17,2.92,224911,1764820,7,C
2011,3.11,3.37,2.95,2.55,224911,1764820,7,C
2012,3.80,4.10,3.19,3.12,224911,1764820,7,C
2000,4.41,4.42,3.62,3.58,224221,1764815,7,C
2001,4.60,4.48,3.64,2.35,224221,1764815,7,C
2002,3.09,4.53,4.38,3.74,224221,1764815,7,C
2003,4.70,4.54,4.56,3.84,224221,1764815,7,C
2004,4.39,4.26,4.18,3.66,224221,1764815,7,C
2005,4.23,4.42,4.10,3.53,224221,1764815,7,C
2006,4.29,3.56,4.18,3.64,224221,1764815,7,C
2007,4.36,4.23,4.21,3.63,224221,1764815,7,C
2008,4.36,4.36,3.49,3.66,224221,1764815,7,C
2009,4.41,4.36,4.55,3.70,224221,1764815,7,C
2010,4.51,4.57,4.48,3.92,224221,1764815,7,C
2011,4.38,4.16,4.09,3.73,224221,1764815,7,C
2012,4.57,4.47,4.45,3.67,224221,1764815,7,C
2000,4.30,4.37,3.52,3.63,224222,1764815,7,C
2001,4.53,4.51,3.66,2.21,224222,1764815,7,C
2002,2.96,4.38,4.36,3.67,224222,1764815,7,C
2003,4.66,4.52,4.61,3.72,224222,1764815,7,C
2004,4.24,4.13,4.15,3.60,224222,1764815,7,C
2005,4.09,4.39,4.18,3.35,224222,1764815,7,C
2006,4.26,3.56,4.18,3.74,224222,1764815,7,C
2007,4.28,4.14,4.32,3.58,224222,1764815,7,C
2008,4.36,4.18,3.54,3.66,224222,1764815,7,C
2009,4.38,4.28,4.48,3.61,224222,1764815,7,C
2010,4.43,4.50,4.41,3.83,224222,1764815,7,C
2011,4.35,4.12,4.09,3.70,224222,1764815,7,C
2012,4.42,4.28,4.42,3.60,224222,1764815,7,C
2000,4.07,4.04,3.31,3.30,224223,1764816,7,C
2001,4.55,4.18,3.29,2.14,224223,1764816,7,C
2002,2.92,4.24,4.12,3.54,224223,1764816,7,C
2003,4.54,4.28,4.28,3.43,224223,1764816,7,C
2004,4.19,4.09,4.01,3.50,224223,1764816,7,C
2005,4.11,3.96,3.89,3.55,224223,1764816,7,C
2006,4.22,3.40,3.83,3.49,224223,1764816,7,C
2007,4.13,3.81,3.89,3.41,224223,1764816,7,C
2008,4.05,3.79,3.24,3.39,224223,1764816,7,C
2009,4.11,4.15,4.31,3.49,224223,1764816,7,C
2010,4.23,4.34,4.22,3.84,224223,1764816,7,C
2011,4.23,3.84,3.84,3.49,224223,1764816,7,C
2012,4.29,3.91,4.07,3.56,224223,1764816,7,C
2000,3.51,3.71,2.98,2.83,224224,1764816,7,C
2001,3.88,3.78,3.32,1.93,224224,1764816,7,C
2002,2.50,3.83,3.95,3.22,224224,1764816,7,C
2003,3.91,3.95,4.12,3.13,224224,1764816,7,C
2004,3.91,3.77,3.74,3.17,224224,1764816,7,C
2005,3.38,3.80,3.78,3.21,224224,1764816,7,C
2006,3.89,3.23,3.82,3.23,224224,1764816,7,C
2007,3.90,3.60,3.93,3.34,224224,1764816,7,C
2008,3.71,3.85,3.24,3.28,224224,1764816,7,C
2009,3.79,3.86,4.27,3.32,224224,1764816,7,C
2010,4.07,4.07,4.27,3.45,224224,1764816,7,C
2011,3.82,3.68,3.84,3.26,224224,1764816,7,C
2012,3.91,3.87,3.98,3.40,224224,1764816,7,C
2000,3.17,3.55,3.01,2.90,224225,1764817,7,C
2001,3.33,3.60,3.20,1.89,224225,1764817,7,C
2002,2.18,3.62,3.94,2.93,224225,1764817,7,C
2003,3.52,3.65,4.00,3.12,224225,1764817,7,C
2004,3.45,3.59,3.69,3.11,224225,1764817,7,C
2005,2.91,3.51,3.69,2.97,224225,1764817,7,C
2006,3.40,3.14,3.87,2.93,224225,1764817,7,C
2007,3.39,3.60,4.04,3.12,224225,1764817,7,C
2008,3.11,3.61,3.31,3.08,224225,1764817,7,C
2009,3.75,3.61,4.31,3.36,224225,1764817,7,C
2010,3.38,3.81,4.17,3.27,224225,1764817,7,C
2011,3.31,3.62,3.91,3.09,224225,1764817,7,C
2012,3.60,3.61,4.11,3.31,224225,1764817,7,C
2000,3.02,3.47,2.97,2.82,224226,1764817,7,C
2001,3.18,3.61,3.24,1.75,224226,1764817,7,C
2002,2.09,3.63,3.92,2.85,224226,1764817,7,C
2003,3.21,3.49,3.99,3.01,224226,1764817,7,C
2004,3.00,3.50,3.63,3.02,224226,1764817,7,C
2005,2.61,3.44,3.69,2.85,224226,1764817,7,C
2006,3.07,2.90,3.92,2.86,224226,1764817,7,C
2007,3.10,3.45,4.00,2.94,224226,1764817,7,C
2008,3.01,3.44,3.30,3.08,224226,1764817,7,C
2009,3.37,3.47,4.24,3.13,224226,1764817,7,C
2010,2.92,3.85,4.09,3.17,224226,1764817,7,C
2011,3.09,3.49,3.98,3.00,224226,1764817,7,C
2012,3.12,3.49,4.08,3.27,224226,1764817,7,C
2000,2.82,3.19,2.71,2.63,224227,1764818,7,C
2001,2.95,3.40,2.98,1.73,224227,1764818,7,C
2002,1.91,3.50,3.80,2.63,224227,1764818,7,C
2003,2.96,3.33,3.86,2.81,224227,1764818,7,C
2004,2.80,3.30,3.54,2.78,224227,1764818,7,C
2005,2.38,3.43,3.55,2.68,224227,1764818,7,C
2006,2.87,2.78,3.71,2.64,224227,1764818,7,C
2007,2.97,3.45,3.87,2.73,224227,1764818,7,C
2008,2.61,3.23,3.14,2.83,224227,1764818,7,C
2009,3.18,3.15,3.98,2.96,224227,1764818,7,C
2010,2.94,3.67,4.07,3.06,224227,1764818,7,C
2011,2.87,3.34,3.86,2.79,224227,1764818,7,C
2012,3.01,3.39,4.08,2.97,224227,1764818,7,C
2000,2.77,3.08,2.60,2.43,224228,1764818,7,C
2001,2.97,3.30,2.79,1.53,224228,1764818,7,C
2002,1.86,3.23,3.30,2.46,224228,1764818,7,C
2003,2.89,3.21,3.37,2.59,224228,1764818,7,C
2004,2.61,3.12,3.09,2.44,224228,1764818,7,C
2005,2.64,3.14,3.00,2.49,224228,1764818,7,C
2006,2.85,2.75,3.44,2.41,224228,1764818,7,C
2007,2.95,3.38,3.35,2.52,224228,1764818,7,C
2008,2.39,3.15,3.08,2.50,224228,1764818,7,C
2009,2.96,3.19,3.75,2.62,224228,1764818,7,C
2010,2.95,3.45,3.47,2.82,224228,1764818,7,C
2011,2.81,3.05,3.34,2.55,224228,1764818,7,C
2012,2.92,3.40,3.63,2.82,224228,1764818,7,C
2000,2.94,3.05,2.38,2.37,224229,1764819,7,C
2001,3.30,3.53,2.42,1.57,224229,1764819,7,C
2002,1.93,3.30,2.88,2.51,224229,1764819,7,C
2003,3.13,3.39,3.16,2.58,224229,1764819,7,C
2004,2.71,3.05,2.77,2.33,224229,1764819,7,C
2005,2.89,3.36,2.85,2.51,224229,1764819,7,C
2006,3.19,2.86,2.97,2.54,224229,1764819,7,C
2007,3.22,3.39,3.04,2.61,224229,1764819,7,C
2008,2.55,3.10,2.48,2.54,224229,1764819,7,C
2009,3.01,3.07,3.22,2.50,224229,1764819,7,C
2010,3.23,3.39,3.17,2.63,224229,1764819,7,C
2011,2.91,3.14,3.00,2.44,224229,1764819,7,C
2012,3.34,3.46,3.14,2.67,224229,1764819,7,C
2000,3.11,3.45,2.41,2.52,224230,1764819,7,C
2001,3.69,3.80,2.46,1.86,224230,1764819,7,C
2002,2.12,3.43,2.96,2.60,224230,1764819,7,C
2003,3.45,3.80,3.12,2.87,224230,1764819,7,C
2004,2.74,3.14,2.81,2.53,224230,1764819,7,C
2005,3.17,3.62,2.81,2.65,224230,1764819,7,C
2006,3.28,3.01,2.91,2.73,224230,1764819,7,C
2007,3.31,3.61,2.94,2.71,224230,1764819,7,C
2008,2.74,3.19,2.47,2.75,224230,1764819,7,C
2009,3.25,3.41,3.36,2.54,224230,1764819,7,C
2010,3.33,3.63,3.08,2.73,224230,1764819,7,C
2011,2.98,3.14,2.92,2.45,224230,1764819,7,C
2012,3.40,3.81,3.14,2.89,224230,1764819,7,C
2000,3.28,3.56,2.47,2.54,224231,1764820,7,C
2001,3.79,4.08,2.52,1.95,224231,1764820,7,C
2002,2.11,3.83,3.07,2.61,224231,1764820,7,C
2003,3.50,3.88,3.26,2.92,224231,1764820,7,C
2004,2.73,3.27,2.87,2.54,224231,1764820,7,C
2005,3.35,3.87,2.93,2.67,224231,1764820,7,C
2006,3.40,3.13,2.97,2.82,224231,1764820,7,C
2007,3.48,3.98,3.08,2.88,224231,1764820,7,C
2008,2.92,3.48,2.51,2.96,224231,1764820,7,C
2009,3.32,3.69,3.29,2.61,224231,1764820,7,C
2010,3.49,3.87,3.23,2.89,224231,1764820,7,C
2011,2.96,3.37,2.98,2.53,224231,1764820,7,C
2012,3.60,4.01,3.18,2.92,224231,1764820,7,C
2000,3.61,3.85,2.40,2.56,224232,1764820,7,C
2001,4.01,4.20,2.49,2.12,224232,1764820,7,C
2002,2.19,3.87,3.10,2.65,224232,1764820,7,C
2003,3.70,4.14,3.21,3.04,224232,1764820,7,C
2004,2.92,3.41,2.85,2.58,224232,1764820,7,C
2005,3.45,3.95,2.88,2.72,224232,1764820,7,C
2006,3.46,3.12,2.88,2.90,224232,1764820,7,C
2007,3.56,4.00,3.05,2.94,224232,1764820,7,C
2008,3.15,3.45,2.48,3.09,224232,1764820,7,C
2009,3.36,3.76,3.34,2.61,224232,1764820,7,C
2010,3.68,4.02,3.16,2.94,224232,1764820,7,C
2011,2.96,3.34,2.89,2.49,224232,1764820,7,C
2012,3.68,4.01,3.16,3.10,224232,1764820,7,C
2000,3.86,4.00,2.32,2.67,224233,1764821,7,C
2001,4.08,4.26,2.51,2.12,224233,1764821,7,C
2002,2.34,4.12,2.97,2.66,224233,1764821,7,C
2003,3.81,4.26,3.13,3.16,224233,1764821,7,C
2004,3.09,3.43,2.74,2.57,224233,1764821,7,C
2005,3.61,4.04,2.76,2.74,224233,1764821,7,C
2006,3.51,3.16,2.82,3.03,224233,1764821,7,C
2007,3.64,4.03,2.97,3.04,224233,1764821,7,C
2008,3.21,3.67,2.39,3.11,224233,1764821,7,C
2009,3.42,3.87,3.29,2.65,224233,1764821,7,C
2010,3.71,4.15,3.02,3.03,224233,1764821,7,C
2011,3.08,3.38,2.88,2.55,224233,1764821,7,C
2012,3.76,4.19,3.13,3.24,224233,1764821,7,C
2000,4.46,4.50,3.63,3.75,223542,1762413,7,C
2000,4.46,4.50,3.63,3.75,223542,1762413,7,C
2001,4.64,4.48,3.68,2.34,223542,1762413,7,C
2001,4.64,4.48,3.68,2.34,223542,1762413,7,C
2002,2.95,4.52,4.53,3.72,223542,1762413,7,C
2002,2.95,4.52,4.53,3.72,223542,1762413,7,C
2003,4.53,4.55,4.66,3.74,223542,1762413,7,C
2003,4.53,4.55,4.66,3.74,223542,1762413,7,C
2004,4.37,4.22,4.24,3.65,223542,1762413,7,C
2004,4.37,4.22,4.24,3.65,223542,1762413,7,C
2005,4.14,4.40,4.24,3.53,223542,1762413,7,C
2005,4.14,4.40,4.24,3.53,223542,1762413,7,C
2006,4.12,3.58,4.22,3.62,223542,1762413,7,C
2006,4.12,3.58,4.22,3.62,223542,1762413,7,C
2007,4.20,4.17,4.24,3.58,223542,1762413,7,C
2007,4.20,4.17,4.24,3.58,223542,1762413,7,C
2008,4.17,4.27,3.58,3.59,223542,1762413,7,C
2008,4.17,4.27,3.58,3.59,223542,1762413,7,C
2009,4.29,4.33,4.59,3.65,223542,1762413,7,C
2009,4.29,4.33,4.59,3.65,223542,1762413,7,C
2010,4.38,4.53,4.54,3.81,223542,1762413,7,C
2010,4.38,4.53,4.54,3.81,223542,1762413,7,C
2011,4.23,4.23,4.24,3.59,223542,1762413,7,C
2011,4.23,4.23,4.24,3.59,223542,1762413,7,C
2012,4.46,4.46,4.49,3.70,223542,1762413,7,C
2012,4.46,4.46,4.49,3.70,223542,1762413,7,C
2000,4.46,4.44,3.69,3.67,223543,1762413,7,C
2000,4.46,4.44,3.69,3.67,223543,1762413,7,C
2001,4.53,4.42,3.74,2.31,223543,1762413,7,C
2001,4.53,4.42,3.74,2.31,223543,1762413,7,C
2002,3.01,4.49,4.54,3.65,223543,1762413,7,C
2002,3.01,4.49,4.54,3.65,223543,1762413,7,C
2003,4.67,4.49,4.59,3.68,223543,1762413,7,C
2003,4.67,4.49,4.59,3.68,223543,1762413,7,C
2004,4.38,4.22,4.16,3.71,223543,1762413,7,C
2004,4.38,4.22,4.16,3.71,223543,1762413,7,C
2005,4.23,4.34,4.25,3.61,223543,1762413,7,C
2005,4.23,4.34,4.25,3.61,223543,1762413,7,C
2006,4.22,3.55,4.24,3.64,223543,1762413,7,C
2006,4.22,3.55,4.24,3.64,223543,1762413,7,C
2007,4.33,4.24,4.35,3.58,223543,1762413,7,C
2007,4.33,4.24,4.35,3.58,223543,1762413,7,C
2008,4.25,4.25,3.60,3.58,223543,1762413,7,C
2008,4.25,4.25,3.60,3.58,223543,1762413,7,C
2009,4.34,4.32,4.52,3.68,223543,1762413,7,C
2009,4.34,4.32,4.52,3.68,223543,1762413,7,C
2010,4.42,4.41,4.53,3.83,223543,1762413,7,C
2010,4.42,4.41,4.53,3.83,223543,1762413,7,C
2011,4.21,4.21,4.20,3.74,223543,1762413,7,C
2011,4.21,4.21,4.20,3.74,223543,1762413,7,C
2012,4.37,4.37,4.45,3.65,223543,1762413,7,C
2012,4.37,4.37,4.45,3.65,223543,1762413,7,C
2000,4.07,4.34,3.42,3.61,223544,1762414,7,C
2001,4.49,4.33,3.56,2.32,223544,1762414,7,C
2002,3.07,4.34,4.35,3.68,223544,1762414,7,C
2003,4.63,4.32,4.39,3.80,223544,1762414,7,C
2004,4.44,4.13,4.09,3.65,223544,1762414,7,C
2005,4.30,4.34,4.07,3.68,223544,1762414,7,C
2006,4.30,3.40,4.07,3.65,223544,1762414,7,C
2007,4.41,4.06,4.11,3.65,223544,1762414,7,C
2008,4.15,4.11,3.41,3.50,223544,1762414,7,C
2009,4.54,4.21,4.34,3.68,223544,1762414,7,C
2010,4.51,4.44,4.36,3.78,223544,1762414,7,C
2011,4.32,4.06,4.00,3.72,223544,1762414,7,C
2012,4.11,4.05,4.14,3.59,223544,1762414,7,C
2000,3.53,3.91,3.36,3.28,223545,1762414,7,C
2001,4.31,4.01,3.44,2.00,223545,1762414,7,C
2002,2.55,4.20,4.10,3.39,223545,1762414,7,C
2003,4.45,4.18,4.19,3.68,223545,1762414,7,C
2004,4.14,4.02,4.07,3.47,223545,1762414,7,C
2005,3.64,4.22,3.94,3.30,223545,1762414,7,C
2006,3.99,3.27,3.98,3.55,223545,1762414,7,C
2007,4.16,3.81,4.06,3.45,223545,1762414,7,C
2008,3.80,4.08,3.40,3.44,223545,1762414,7,C
2009,4.32,4.12,4.36,3.57,223545,1762414,7,C
2010,4.42,4.18,4.27,3.78,223545,1762414,7,C
2011,4.24,3.93,3.87,3.57,223545,1762414,7,C
2012,3.98,3.94,4.04,3.53,223545,1762414,7,C
2000,3.26,3.48,3.22,2.92,223546,1762415,7,C
2001,3.45,3.57,3.25,1.88,223546,1762415,7,C
2002,2.12,3.60,4.00,2.86,223546,1762415,7,C
2003,3.59,3.54,3.99,3.04,223546,1762415,7,C
